source_dataset,session_id,source_sha256,model_split_role,video_id,query_id,unit_id,track_id,class_id,observations,track_persistence,path_directed_lateral_motion,box_growth,front_region_occupancy,approximate_ttc_urgency,lane_relative_motion,boundary_crossing,ego_corridor_overlap,road_geometry_reliability,track_persistence_normalized,path_directed_lateral_motion_normalized,box_growth_normalized,front_region_occupancy_normalized,approximate_ttc_urgency_normalized,candidate_score,verification_key,label_scope,witness_track_id,opportunity_id
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,1,2,15,15.0,0.10077918589115137,0.09403924742043568,0.4235438055974737,0.08434325204209651,0.0,0.0,0.0,0.0,0.6619718309859155,0.7931034482758621,0.06382978723404255,0.6458333333333334,0.13043478260869565,0.45903463648756987,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,1,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:1
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,2,2,46,46.0,0.07718675387402366,0.44548166784057897,0.15548084995049669,0.25375946647881253,0.0,0.0,0.0,0.0,0.9647887323943662,0.6896551724137931,0.46808510638297873,0.2708333333333333,0.5,0.5786724689048943,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,2,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:2
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,3,2,5,5.0,0.028380901614824934,0.5427975013917073,0.17232630720683628,0.2749312698278214,0.0,0.0,0.0,0.0,0.3732394366197183,0.3793103448275862,0.5531914893617021,0.2916666666666667,0.5217391304347826,0.42382941358209114,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,3,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:3
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,4,2,50,50.0,0.07878266906986639,0.4036888220215065,0.9844307865844645,0.2336792077177754,0.0,0.0,0.0,0.0,1.0,0.7068965517241379,0.40425531914893614,0.9166666666666666,0.4782608695652174,0.7012158814209916,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,4,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:4
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,5,7,49,49.0,0.006046576499938907,0.7550224558294281,0.5626255506939035,0.3977883376294754,0.0,0.0,0.0,0.0,0.9859154929577465,0.22413793103448276,0.723404255319149,0.8333333333333334,0.6739130434782609,0.6881408112245945,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,5,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:5
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,6,5,3,3.0,0.0035043577353159588,0.0,0.5583961146359797,0.0,0.0,0.0,0.0,0.0,0.2605633802816901,0.1206896551724138,0.0,0.7916666666666666,0.0,0.23458394042415415,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,6,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:6
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,7,2,5,5.0,0.0065052610759934034,0.06425077313393461,0.0,0.039013677791943445,0.0,0.0,0.0,0.0,0.3732394366197183,0.2413793103448276,0.0425531914893617,0.0,0.08695652173913043,0.1488256920386076,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,7,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:7
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,8,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18309859154929578,0.0,0.0,0.0,0.0,0.036619718309859155,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,8,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:8
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,9,2,2,2.0,0.0011643970215026284,0.13398889671239894,0.0,0.08580208899085959,0.0,0.0,0.0,0.0,0.18309859154929578,0.05172413793103448,0.0851063829787234,0.0,0.15217391304347827,0.09442060510050639,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,9,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:9
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,22,2,7,7.0,0.0030706942081451436,0.303034975867227,0.4228806865168897,0.14794250533462508,0.0,0.0,0.0,0.0,0.5352112676056338,0.10344827586206896,0.3191489361702128,0.625,0.30434782608695654,0.37743126114497444,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,22,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:22
nexar_collision_prediction,nexar:01175.mp4,ab6691f7c5690548493563422dd94f3e1659b3b9a035dd1336a6fc161af442d4,model_train,nexar:01175.mp4,Q1,0,32,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07042253521126761,0.0,0.0,0.0,0.0,0.014084507042253521,nexar_collision_prediction|nexar:01175.mp4|Q1|0,UNIT_OUTCOME_WITH_TRACK_WITNESS,32,nexar_collision_prediction|nexar:01175.mp4|Q1|0|track:32
