call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,111,positive,True,True,0,0.4097589050237029,arc_progressive_sampling_label_propagation,True
1,2,negative,True,False,0,0.2183258359016359,arc_progressive_sampling_label_propagation,True
2,112,negative,True,False,0,0.3350807767878401,arc_progressive_sampling_label_propagation,True
3,110,negative,True,False,0,0.1862320380140883,arc_progressive_sampling_label_propagation,True
4,107,negative,True,False,0,0.4485295915164991,arc_progressive_sampling_label_propagation,True
5,102,negative,True,False,0,0.4817173743394279,arc_progressive_sampling_label_propagation,True
6,105,negative,True,False,0,0.5205731540797527,arc_progressive_sampling_label_propagation,True
7,103,negative,True,False,0,0.4674802672017925,arc_progressive_sampling_label_propagation,True
8,39,positive,True,True,0,0.3501125549310816,arc_progressive_sampling_label_propagation,True
9,17,negative,True,False,0,0.1838535960476572,arc_progressive_sampling_label_propagation,True
10,4,positive,True,True,0,0.2766791292423251,arc_progressive_sampling_label_propagation,True
11,43,negative,True,False,0,0.2133218368294702,arc_progressive_sampling_label_propagation,True
12,15,negative,True,False,0,0.2156667567223876,arc_progressive_sampling_label_propagation,True
13,104,negative,True,False,0,0.444482340517773,arc_progressive_sampling_label_propagation,True
14,118,negative,True,False,0,0.3682008363835091,arc_progressive_sampling_label_propagation,True
15,93,negative,True,False,0,0.4748980540999212,arc_progressive_sampling_label_propagation,True
16,106,positive,True,True,0,0.379637015441183,arc_progressive_sampling_label_propagation,True
17,11,negative,True,False,0,0.2266881041395218,arc_progressive_sampling_label_propagation,True
18,92,negative,True,False,0,0.4513399609356004,arc_progressive_sampling_label_propagation,True
19,87,positive,True,True,0,0.4971899172054584,arc_progressive_sampling_label_propagation,True
