call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,62,negative,True,False,0,0.2904605030566576,arc_progressive_sampling_label_propagation,True
1,111,positive,True,True,0,0.4097589050237029,arc_progressive_sampling_label_propagation,True
2,109,negative,True,False,0,0.2665641906520992,arc_progressive_sampling_label_propagation,True
3,10,negative,True,False,0,0.3467367359039481,arc_progressive_sampling_label_propagation,True
4,112,negative,True,False,0,0.3350807767878401,arc_progressive_sampling_label_propagation,True
5,110,negative,True,False,0,0.1862320380140883,arc_progressive_sampling_label_propagation,True
6,107,negative,True,False,0,0.4485295915164991,arc_progressive_sampling_label_propagation,True
7,102,negative,True,False,0,0.4817173743394279,arc_progressive_sampling_label_propagation,True
8,105,negative,True,False,0,0.5205731540797527,arc_progressive_sampling_label_propagation,True
9,24,negative,True,False,1,0.1915136931784546,arc_progressive_sampling_label_propagation,True
10,58,positive,True,True,0,0.2866984648236633,arc_progressive_sampling_label_propagation,True
11,103,negative,True,False,0,0.4674802672017925,arc_progressive_sampling_label_propagation,True
12,21,negative,True,False,0,0.1078231156939297,arc_progressive_sampling_label_propagation,True
13,104,negative,True,False,0,0.444482340517773,arc_progressive_sampling_label_propagation,True
14,93,negative,True,False,0,0.4748980540999212,arc_progressive_sampling_label_propagation,True
15,39,positive,True,True,0,0.3501125549310816,arc_progressive_sampling_label_propagation,True
16,92,negative,True,False,0,0.4513399609356004,arc_progressive_sampling_label_propagation,True
17,97,negative,True,False,0,0.3204710179087743,arc_progressive_sampling_label_propagation,True
18,87,positive,True,True,0,0.4971899172054584,arc_progressive_sampling_label_propagation,True
19,88,positive,True,True,0,0.5145577373961224,arc_progressive_sampling_label_propagation,True
20,86,positive,True,True,0,0.4803769343200743,arc_progressive_sampling_label_propagation,True
21,118,negative,True,False,0,0.3682008363835091,arc_progressive_sampling_label_propagation,True
22,108,negative,True,False,0,0.3398243028206858,arc_progressive_sampling_label_propagation,True
23,30,negative,True,False,0,0.110640832630299,arc_progressive_sampling_label_propagation,True
24,81,positive,True,True,0,0.4720638864573329,arc_progressive_sampling_label_propagation,True
25,55,negative,True,False,0,0.3917806209083863,arc_progressive_sampling_label_propagation,True
26,85,positive,True,True,0,0.4576233339656143,arc_progressive_sampling_label_propagation,True
27,84,positive,True,True,0,0.4279621606806669,arc_progressive_sampling_label_propagation,True
28,82,negative,True,False,0,0.4263653851648755,arc_progressive_sampling_label_propagation,True
29,80,negative,True,False,0,0.3785026588753102,arc_progressive_sampling_label_propagation,True
30,91,negative,True,False,0,0.3555823494314009,arc_progressive_sampling_label_propagation,True
31,83,positive,True,True,0,0.3491597650856822,arc_progressive_sampling_label_propagation,True
32,79,positive,True,True,0,0.4111073851885846,arc_progressive_sampling_label_propagation,True
33,60,negative,True,False,0,0.3148930426986801,arc_progressive_sampling_label_propagation,True
34,78,negative,True,False,0,0.3313217882819632,arc_progressive_sampling_label_propagation,True
35,89,negative,True,False,0,0.3225787586102805,arc_progressive_sampling_label_propagation,True
36,90,negative,True,False,0,0.2659787337534144,arc_progressive_sampling_label_propagation,True
37,73,negative,True,False,0,0.4057423420257025,arc_progressive_sampling_label_propagation,True
38,71,positive,True,True,0,0.4250146762726758,arc_progressive_sampling_label_propagation,True
39,6,negative,True,False,0,0.2668541408594236,arc_progressive_sampling_label_propagation,True
40,70,positive,True,True,0,0.3608340324647261,arc_progressive_sampling_label_propagation,True
41,72,negative,True,False,0,0.3329139731574577,arc_progressive_sampling_label_propagation,True
42,77,positive,True,True,0,0.342948102966901,arc_progressive_sampling_label_propagation,True
43,66,negative,True,False,0,0.3381812183226065,arc_progressive_sampling_label_propagation,True
44,76,positive,True,True,0,0.3974774148773252,arc_progressive_sampling_label_propagation,True
45,26,negative,True,False,0,0.2883331557942068,arc_progressive_sampling_label_propagation,True
46,25,positive,True,True,0,0.2458370010258339,arc_progressive_sampling_label_propagation,True
47,75,negative,True,False,0,0.3142637694668437,arc_progressive_sampling_label_propagation,True
48,69,negative,True,False,0,0.3158531897468836,arc_progressive_sampling_label_propagation,True
49,68,negative,True,False,0,0.4049665247410922,arc_progressive_sampling_label_propagation,True
