call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,111,positive,True,True,0,0.4097589050237029,arc_progressive_sampling_label_propagation,True
1,112,negative,True,False,0,0.3350807767878401,arc_progressive_sampling_label_propagation,True
2,34,negative,True,False,0,0.280091606228985,arc_progressive_sampling_label_propagation,True
3,110,negative,True,False,0,0.1862320380140883,arc_progressive_sampling_label_propagation,True
4,107,negative,True,False,0,0.4485295915164991,arc_progressive_sampling_label_propagation,True
5,102,negative,True,False,0,0.4817173743394279,arc_progressive_sampling_label_propagation,True
6,25,positive,True,True,0,0.2458370010258339,arc_progressive_sampling_label_propagation,True
7,105,negative,True,False,0,0.5205731540797527,arc_progressive_sampling_label_propagation,True
8,55,negative,True,False,0,0.3917806209083863,arc_progressive_sampling_label_propagation,True
9,103,negative,True,False,0,0.4674802672017925,arc_progressive_sampling_label_propagation,True
10,14,negative,True,False,0,0.1130934712936753,arc_progressive_sampling_label_propagation,True
11,106,positive,True,True,0,0.379637015441183,arc_progressive_sampling_label_propagation,True
12,104,negative,True,False,0,0.444482340517773,arc_progressive_sampling_label_propagation,True
13,7,positive,True,True,0,0.2443440442542616,arc_progressive_sampling_label_propagation,True
14,9,positive,True,True,0,0.2921969348167256,arc_progressive_sampling_label_propagation,True
15,93,negative,True,False,0,0.4748980540999212,arc_progressive_sampling_label_propagation,True
16,92,negative,True,False,0,0.4513399609356004,arc_progressive_sampling_label_propagation,True
17,87,positive,True,True,0,0.4971899172054584,arc_progressive_sampling_label_propagation,True
18,23,negative,True,False,1,0.1908444247066472,arc_progressive_sampling_label_propagation,True
19,88,positive,True,True,0,0.5145577373961224,arc_progressive_sampling_label_propagation,True
20,86,positive,True,True,0,0.4803769343200743,arc_progressive_sampling_label_propagation,True
21,81,positive,True,True,0,0.4720638864573329,arc_progressive_sampling_label_propagation,True
22,85,positive,True,True,0,0.4576233339656143,arc_progressive_sampling_label_propagation,True
23,84,positive,True,True,0,0.4279621606806669,arc_progressive_sampling_label_propagation,True
24,56,positive,True,True,0,0.3856315896264007,arc_progressive_sampling_label_propagation,True
25,41,negative,True,False,0,0.2503379029215565,arc_progressive_sampling_label_propagation,True
26,63,negative,True,False,0,0.295905707398651,arc_progressive_sampling_label_propagation,True
27,82,negative,True,False,0,0.4263653851648755,arc_progressive_sampling_label_propagation,True
28,118,negative,True,False,0,0.3682008363835091,arc_progressive_sampling_label_propagation,True
29,109,negative,True,False,0,0.2665641906520992,arc_progressive_sampling_label_propagation,True
30,80,negative,True,False,0,0.3785026588753102,arc_progressive_sampling_label_propagation,True
31,42,negative,True,False,0,0.2024742140558512,arc_progressive_sampling_label_propagation,True
32,91,negative,True,False,0,0.3555823494314009,arc_progressive_sampling_label_propagation,True
33,59,negative,True,False,0,0.3685573506168952,arc_progressive_sampling_label_propagation,True
34,60,negative,True,False,0,0.3148930426986801,arc_progressive_sampling_label_propagation,True
35,83,positive,True,True,0,0.3491597650856822,arc_progressive_sampling_label_propagation,True
36,79,positive,True,True,0,0.4111073851885846,arc_progressive_sampling_label_propagation,True
37,39,positive,True,True,0,0.3501125549310816,arc_progressive_sampling_label_propagation,True
38,78,negative,True,False,0,0.3313217882819632,arc_progressive_sampling_label_propagation,True
39,89,negative,True,False,0,0.3225787586102805,arc_progressive_sampling_label_propagation,True
40,90,negative,True,False,0,0.2659787337534144,arc_progressive_sampling_label_propagation,True
41,117,negative,True,False,0,0.3507791341121752,arc_progressive_sampling_label_propagation,True
42,65,negative,True,False,0,0.311365109398949,arc_progressive_sampling_label_propagation,True
43,16,negative,True,False,0,0.3355195024543571,arc_progressive_sampling_label_propagation,True
44,73,negative,True,False,0,0.4057423420257025,arc_progressive_sampling_label_propagation,True
45,31,negative,True,False,0,0.1754576402752214,arc_progressive_sampling_label_propagation,True
46,71,positive,True,True,0,0.4250146762726758,arc_progressive_sampling_label_propagation,True
47,45,negative,True,False,0,0.1801930990222645,arc_progressive_sampling_label_propagation,True
48,29,negative,True,False,0,0.1584276440226025,arc_progressive_sampling_label_propagation,True
49,70,positive,True,True,0,0.3608340324647261,arc_progressive_sampling_label_propagation,True
50,72,negative,True,False,0,0.3329139731574577,arc_progressive_sampling_label_propagation,True
51,96,positive,True,True,0,0.2406992712578868,arc_progressive_sampling_label_propagation,True
52,95,negative,True,False,0,0.3930275384547954,arc_progressive_sampling_label_propagation,True
53,97,negative,True,False,0,0.3204710179087743,arc_progressive_sampling_label_propagation,True
54,21,negative,True,False,0,0.1078231156939297,arc_progressive_sampling_label_propagation,True
55,3,positive,True,True,0,0.320872522854531,arc_progressive_sampling_label_propagation,True
56,44,negative,True,False,0,0.1871605377293015,arc_progressive_sampling_label_propagation,True
57,69,negative,True,False,0,0.3158531897468836,arc_progressive_sampling_label_propagation,True
58,68,negative,True,False,0,0.4049665247410922,arc_progressive_sampling_label_propagation,True
59,57,negative,True,False,0,0.3154377448834691,arc_progressive_sampling_label_propagation,True
60,116,negative,True,False,0,0.1401886181757939,arc_progressive_sampling_label_propagation,True
61,49,positive,True,True,0,0.4735633653135126,arc_progressive_sampling_label_propagation,True
62,51,negative,True,False,0,0.4693870082531096,arc_progressive_sampling_label_propagation,True
63,50,positive,True,True,0,0.4310835238596269,arc_progressive_sampling_label_propagation,True
64,74,negative,True,False,0,0.2047199090676344,arc_progressive_sampling_label_propagation,True
65,48,negative,True,False,0,0.2499864961350402,arc_progressive_sampling_label_propagation,True
66,38,positive,True,True,0,0.2613564787105142,arc_progressive_sampling_label_propagation,True
67,75,negative,True,False,0,0.3142637694668437,arc_progressive_sampling_label_propagation,True
68,37,negative,True,False,0,0.2711091970707555,arc_progressive_sampling_label_propagation,True
69,98,positive,True,True,0,0.3893362928575637,arc_progressive_sampling_label_propagation,True
70,99,negative,True,False,0,0.3913404234500853,arc_progressive_sampling_label_propagation,True
71,76,positive,True,True,0,0.3974774148773252,arc_progressive_sampling_label_propagation,True
72,54,negative,True,False,0,0.3301151159087901,arc_progressive_sampling_label_propagation,True
73,77,positive,True,True,0,0.342948102966901,arc_progressive_sampling_label_propagation,True
74,58,positive,True,True,0,0.2866984648236633,arc_progressive_sampling_label_propagation,True
75,40,positive,True,True,0,0.235354423818303,arc_progressive_sampling_label_propagation,True
76,36,negative,True,False,0,0.4690838966129135,arc_progressive_sampling_label_propagation,True
77,33,negative,True,False,0,0.3543893665316283,arc_progressive_sampling_label_propagation,True
78,61,negative,True,False,0,0.2742392307788646,arc_progressive_sampling_label_propagation,True
79,62,negative,True,False,0,0.2904605030566576,arc_progressive_sampling_label_propagation,True
80,26,negative,True,False,0,0.2883331557942068,arc_progressive_sampling_label_propagation,True
81,46,negative,True,False,0,0.1832667111336195,arc_progressive_sampling_label_propagation,True
82,67,negative,True,False,0,0.3335652565989112,arc_progressive_sampling_label_propagation,True
83,10,negative,True,False,0,0.3467367359039481,arc_progressive_sampling_label_propagation,True
84,8,negative,True,False,0,0.280751832560017,arc_progressive_sampling_label_propagation,True
85,6,negative,True,False,0,0.2668541408594236,arc_progressive_sampling_label_propagation,True
86,4,positive,True,True,0,0.2766791292423251,arc_progressive_sampling_label_propagation,True
87,5,positive,True,True,0,0.3522120993424013,arc_progressive_sampling_label_propagation,True
88,27,negative,True,False,0,0.3882853357423186,arc_progressive_sampling_label_propagation,True
89,2,negative,True,False,0,0.2183258359016359,arc_progressive_sampling_label_propagation,True
90,1,negative,True,False,0,0.1859844596281586,arc_progressive_sampling_label_propagation,True
91,0,negative,True,False,0,0.4,arc_progressive_sampling_label_propagation,True
