call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,45,negative,True,False,0,0.1801930990222645,arc_progressive_sampling_label_propagation,True
1,63,negative,True,False,0,0.295905707398651,arc_progressive_sampling_label_propagation,True
2,16,negative,True,False,0,0.3355195024543571,arc_progressive_sampling_label_propagation,True
3,2,negative,True,False,0,0.2183258359016359,arc_progressive_sampling_label_propagation,True
4,111,positive,True,True,0,0.4097589050237029,arc_progressive_sampling_label_propagation,True
5,112,negative,True,False,0,0.3350807767878401,arc_progressive_sampling_label_propagation,True
6,15,negative,True,False,0,0.2156667567223876,arc_progressive_sampling_label_propagation,True
7,118,negative,True,False,0,0.3682008363835091,arc_progressive_sampling_label_propagation,True
8,110,negative,True,False,0,0.1862320380140883,arc_progressive_sampling_label_propagation,True
9,3,positive,True,True,0,0.320872522854531,arc_progressive_sampling_label_propagation,True
10,107,negative,True,False,0,0.4485295915164991,arc_progressive_sampling_label_propagation,True
11,102,negative,True,False,0,0.4817173743394279,arc_progressive_sampling_label_propagation,True
12,40,positive,True,True,0,0.235354423818303,arc_progressive_sampling_label_propagation,True
13,96,positive,True,True,0,0.2406992712578868,arc_progressive_sampling_label_propagation,True
14,17,negative,True,False,0,0.1838535960476572,arc_progressive_sampling_label_propagation,True
15,105,negative,True,False,0,0.5205731540797527,arc_progressive_sampling_label_propagation,True
16,18,negative,True,False,1,0.1670265715082185,arc_progressive_sampling_label_propagation,True
17,38,positive,True,True,0,0.2613564787105142,arc_progressive_sampling_label_propagation,True
18,115,negative,True,False,0,0.2806702374659445,arc_progressive_sampling_label_propagation,True
19,10,negative,True,False,0,0.3467367359039481,arc_progressive_sampling_label_propagation,True
