call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,62,negative,True,False,0,0.2904605030566576,arc_progressive_sampling_label_propagation,True
1,111,positive,True,True,0,0.4097589050237029,arc_progressive_sampling_label_propagation,True
2,109,negative,True,False,0,0.2665641906520992,arc_progressive_sampling_label_propagation,True
3,10,negative,True,False,0,0.3467367359039481,arc_progressive_sampling_label_propagation,True
4,112,negative,True,False,0,0.3350807767878401,arc_progressive_sampling_label_propagation,True
5,110,negative,True,False,0,0.1862320380140883,arc_progressive_sampling_label_propagation,True
6,107,negative,True,False,0,0.4485295915164991,arc_progressive_sampling_label_propagation,True
7,102,negative,True,False,0,0.4817173743394279,arc_progressive_sampling_label_propagation,True
8,105,negative,True,False,0,0.5205731540797527,arc_progressive_sampling_label_propagation,True
9,24,negative,True,False,1,0.1915136931784546,arc_progressive_sampling_label_propagation,True
10,58,positive,True,True,0,0.2866984648236633,arc_progressive_sampling_label_propagation,True
11,103,negative,True,False,0,0.4674802672017925,arc_progressive_sampling_label_propagation,True
12,21,negative,True,False,0,0.1078231156939297,arc_progressive_sampling_label_propagation,True
13,104,negative,True,False,0,0.444482340517773,arc_progressive_sampling_label_propagation,True
14,93,negative,True,False,0,0.4748980540999212,arc_progressive_sampling_label_propagation,True
15,39,positive,True,True,0,0.3501125549310816,arc_progressive_sampling_label_propagation,True
16,92,negative,True,False,0,0.4513399609356004,arc_progressive_sampling_label_propagation,True
17,97,negative,True,False,0,0.3204710179087743,arc_progressive_sampling_label_propagation,True
18,87,positive,True,True,0,0.4971899172054584,arc_progressive_sampling_label_propagation,True
19,88,positive,True,True,0,0.5145577373961224,arc_progressive_sampling_label_propagation,True
