run_id,method,budget,video_id,segment_id,start_frame,end_frame,start_time,end_time,segment_score,verification_state,oracle_calls,source_frame_ids,source_method,source_method_config,source_run_dir,stage0_5_variant
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,0,300,599,30.0,60.0,0.3165879171464191,confirmed_anchor_selected_proxy_expand,100,3|4|5,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,1,700,799,70.0,80.0,0.2443440442542616,confirmed_anchor_selected_proxy_expand,100,7,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,2,900,999,90.0,100.0,0.2921969348167256,confirmed_anchor_selected_proxy_expand,100,9,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,3,1200,1299,120.0,130.0,0.3507529698913206,confirmed_anchor_selected_proxy_expand,100,12,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,4,3200,3299,320.0,330.0,0.2178679718882723,confirmed_anchor_selected_proxy_expand,100,32,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,5,3800,3999,380.0,400.0,0.3057345168207979,confirmed_anchor_selected_proxy_expand,100,38|39,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,6,4900,5099,490.0,510.0,0.45232344458656976,confirmed_anchor_selected_proxy_expand,100,49|50,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,7,5300,5399,530.0,540.0,0.2451944604958394,confirmed_anchor_selected_proxy_expand,100,53,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,8,5600,5699,560.0,570.0,0.3856315896264007,confirmed_anchor_selected_proxy_expand,100,56,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
repaired_selected_expand_b100_s4,repaired_selected_expand,100,realcartest,9,5800,5899,580.0,590.0,0.2866984648236633,confirmed_anchor_selected_proxy_expand,100,58,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s4,common_materializer_selected_expand
