run_id,method,budget,video_id,segment_id,start_frame,end_frame,start_time,end_time,segment_score,verification_state,oracle_calls,source_frame_ids,source_method,source_method_config,source_run_dir,stage0_5_variant
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,0,300,599,30.0,60.0,0.3165879171464191,confirmed_anchor_selected_proxy_expand,80,3|4|5,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,1,700,799,70.0,80.0,0.2443440442542616,confirmed_anchor_selected_proxy_expand,80,7,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,2,1200,1299,120.0,130.0,0.3507529698913206,confirmed_anchor_selected_proxy_expand,80,12,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,3,3200,3399,320.0,340.0,0.2861286692099503,confirmed_anchor_selected_proxy_expand,80,32|33,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,4,3800,4099,380.0,410.0,0.2822744858199662,confirmed_anchor_selected_proxy_expand,80,38|39|40,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,5,4900,5099,490.0,510.0,0.45232344458656976,confirmed_anchor_selected_proxy_expand,80,49|50,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,6,5200,5499,520.0,550.0,0.2875930549205305,confirmed_anchor_selected_proxy_expand,80,52|53|54,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,7,5500,5699,550.0,570.0,0.38870610526739346,confirmed_anchor_selected_proxy_expand,80,55|56,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,8,5800,5899,580.0,590.0,0.2866984648236633,confirmed_anchor_selected_proxy_expand,80,58,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
repaired_selected_expand_b80_s0,repaired_selected_expand,80,realcartest,9,7000,7299,700.0,730.0,0.37292089396495326,confirmed_anchor_selected_proxy_expand,80,70|71|72,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b80_s0,common_materializer_selected_expand
