run_id,method,budget,video_id,segment_id,start_frame,end_frame,start_time,end_time,segment_score,verification_state,oracle_calls,source_frame_ids,source_method,source_method_config,source_run_dir,stage0_5_variant
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,0,600,899,60.0,90.0,0.2639833392245674,confirmed_anchor_selected_proxy_expand,50,6|7|8,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,1,1200,1299,120.0,130.0,0.3507529698913206,confirmed_anchor_selected_proxy_expand,50,12,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,2,3200,3399,320.0,340.0,0.2861286692099503,confirmed_anchor_selected_proxy_expand,50,32|33,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,3,3800,3999,380.0,400.0,0.3057345168207979,confirmed_anchor_selected_proxy_expand,50,38|39,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,4,4800,5199,480.0,520.0,0.4060050983903223,confirmed_anchor_selected_proxy_expand,50,48|49|50|51,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,5,5600,5799,560.0,580.0,0.3505346672549349,confirmed_anchor_selected_proxy_expand,50,56|57,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,6,7000,7199,700.0,720.0,0.392924354368701,confirmed_anchor_selected_proxy_expand,50,70|71,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,7,7500,7799,750.0,780.0,0.3515630957703566,confirmed_anchor_selected_proxy_expand,50,75|76|77,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,8,7900,8299,790.0,830.0,0.4220098289215258,confirmed_anchor_selected_proxy_expand,50,79|80|81|82,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,9,8300,8899,830.0,890.0,0.45447830810893636,confirmed_anchor_selected_proxy_expand,50,83|84|85|86|87|88,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,10,8700,8999,870.0,900.0,0.4447754710706205,confirmed_anchor_selected_proxy_expand,50,87|88|89,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,11,9500,9699,950.0,970.0,0.31686340485634107,confirmed_anchor_selected_proxy_expand,50,95|96,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,12,9800,9999,980.0,1000.0,0.3903383581538245,confirmed_anchor_selected_proxy_expand,50,98|99,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,13,10600,10699,1060.0,1070.0,0.379637015441183,confirmed_anchor_selected_proxy_expand,50,106,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
repaired_selected_expand_b50_s1,repaired_selected_expand,50,realcartest,14,11100,11299,1110.0,1130.0,0.3724198409057715,confirmed_anchor_selected_proxy_expand,50,111|112,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b50_s1,common_materializer_selected_expand
