run_id,method,budget,video_id,segment_id,start_frame,end_frame,start_time,end_time,segment_score,verification_state,oracle_calls,source_frame_ids,source_method,source_method_config,source_run_dir,stage0_5_variant
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,0,300,599,30.0,60.0,0.3165879171464191,confirmed_anchor_selected_proxy_expand,100,3|4|5,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,1,700,799,70.0,80.0,0.2443440442542616,confirmed_anchor_selected_proxy_expand,100,7,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,2,900,999,90.0,100.0,0.2921969348167256,confirmed_anchor_selected_proxy_expand,100,9,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,3,1200,1299,120.0,130.0,0.3507529698913206,confirmed_anchor_selected_proxy_expand,100,12,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,4,2500,2599,250.0,260.0,0.2458370010258339,confirmed_anchor_selected_proxy_expand,100,25,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,5,3200,3299,320.0,330.0,0.2178679718882723,confirmed_anchor_selected_proxy_expand,100,32,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,6,3800,4099,380.0,410.0,0.2822744858199662,confirmed_anchor_selected_proxy_expand,100,38|39|40,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,7,4900,5099,490.0,510.0,0.45232344458656976,confirmed_anchor_selected_proxy_expand,100,49|50,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,8,5300,5499,530.0,550.0,0.28765478820231477,confirmed_anchor_selected_proxy_expand,100,53|54,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
repaired_selected_expand_b100_s3,repaired_selected_expand,100,realcartest,9,5600,5699,560.0,570.0,0.3856315896264007,confirmed_anchor_selected_proxy_expand,100,56,ABae-stratified-confirmed,ABae-stratified-confirmed,outputs/ours_vs_baselines_realcartest_v1/baseline_outputs/ABae_stratified_confirmed_b100_s3,common_materializer_selected_expand
