unit_id,frame_index,decode_seconds,detector_path_seconds,detector_gpu_seconds,tracking_seconds,road_rule_scoring_seconds,serialization_seconds,total_seconds,status,family,repeat,measured_index
0,120,0.009090057,0.019532368,0.007280231,0.001573826,0.002490095,3.262948e-05,0.032718975479999995,PASS,YP640,0,0
0,126,0.008690572,0.019382156,0.007239876,0.001561674,0.007047747,3.960348e-05,0.036721752479999994,PASS,YP640,0,1
0,132,0.01001949,0.020321349,0.007679265,0.001664986,0.002801456,3.206948e-05,0.03483935048,PASS,YP640,0,2
0,138,0.009942254,0.01952286,0.007270864,0.001514225,0.003044169,3.297048e-05,0.03405647848,PASS,YP640,0,3
0,144,0.010238249,0.019501129,0.007264532,0.001584175,0.002443779,3.203848e-05,0.03379937047999999,PASS,YP640,0,4
0,150,0.010012438,0.020003126,0.007586603,0.001728714,0.003021607,3.341148e-05,0.034799296480000005,PASS,YP640,0,5
0,156,0.009873318,0.019396804,0.007245456,0.001664795,0.002497108,3.249948e-05,0.03346452448,PASS,YP640,0,6
0,162,0.00949327,0.019502912,0.007264322,0.001633908,0.003080657,3.349148e-05,0.03374423848,PASS,YP640,0,7
0,168,0.010126149,0.019854208,0.007612491,0.001557886,0.002505504,3.385248e-05,0.03407759948,PASS,YP640,0,8
0,174,0.009760789,0.019423083,0.007248111,0.001512342,0.003071229,3.414248e-05,0.03380158548,PASS,YP640,0,9
0,180,0.009961082,0.019588272,0.007289228,0.001536907,0.002529859,3.2710479999999997e-05,0.033648830479999996,PASS,YP640,0,10
0,186,0.009741413,0.019809935,0.007575131,0.001595757,0.003075397,3.294148e-05,0.03425544348,PASS,YP640,0,11
0,192,0.009848171,0.019542997,0.007296511,0.001527559,0.002507818,3.236948e-05,0.03345891448,PASS,YP640,0,12
0,198,0.009714633,0.019543978,0.007310588,0.001649608,0.003072642,3.282048e-05,0.03401368148,PASS,YP640,0,13
0,204,0.009976079999999998,0.019877862,0.007632178,0.001746338,0.002507898,3.125748e-05,0.034139435479999994,PASS,YP640,0,14
0,210,0.009545837,0.019604161,0.007293496,0.001894154,0.003068995,3.3371479999999996e-05,0.03414651847999999,PASS,YP640,0,15
0,216,0.009816120999999999,0.019520155,0.007296201,0.001682008,0.002532023,3.286048e-05,0.03358316748,PASS,YP640,0,16
0,222,0.009764194,0.019885726,0.007626748,0.001669935,0.003086107,3.375248e-05,0.034439714479999994,PASS,YP640,0,17
0,228,0.009635065,0.019557364,0.007283578,0.0017419,0.0025247,3.362248e-05,0.03349265148,PASS,YP640,0,18
0,234,0.009641246,0.019559888,0.007294207,0.001676358,0.00313049,3.368148e-05,0.03404166348,PASS,YP640,0,19
0,240,0.009577567,0.020127317,0.007684895,0.001675406,0.002511285,3.3912479999999996e-05,0.03392548748,PASS,YP640,0,20
0,246,0.009932328,0.019543438,0.007326006,0.001744625,0.003067282,3.236948e-05,0.03432004247999999,PASS,YP640,0,21
0,252,0.010374864999999999,0.019437049,0.007251918,0.0015602,0.002543054,3.191848e-05,0.03394708648,PASS,YP640,0,22
0,258,0.009974458,0.019975955,0.007664378,0.001533301,0.003053456,3.299048e-05,0.03457016048000001,PASS,YP640,0,23
0,264,0.010205356,0.019516728,0.007270363,0.001595405,0.002509732,3.326148e-05,0.03386048248,PASS,YP640,0,24
0,270,0.010599972999999999,0.019469199,0.00726886,0.001548539,0.003035663,3.3371479999999996e-05,0.034686745479999996,PASS,YP640,0,25
0,276,0.010962330000000001,0.020015829,0.007763623,0.001635,0.002489143,3.223848e-05,0.03513454048,PASS,YP640,0,26
0,282,0.010342733,0.019594292,0.007288616,0.001843388,0.003048958,3.530548e-05,0.034864676479999995,PASS,YP640,0,27
0,288,0.010020002000000002,0.019564557,0.007327549,0.001549871,0.00244999,3.2039479999999996e-05,0.03361645948,PASS,YP640,0,28
0,294,0.019762063,0.019978579,0.007357295,0.00150069,0.003051493,3.253048e-05,0.04432535548000001,PASS,YP640,0,29
1,300,0.129948715,0.021473819,0.00738701,0.000724492,0.003499247,3.666692e-05,0.15568293992,PASS,YP640,0,30
1,306,0.004733329,0.019403326,0.007233594,0.001024651,0.002460099,3.195792e-05,0.027653362920000004,PASS,YP640,0,31
1,312,0.00473241,0.021127583,0.007267949,0.000994885,0.002570365,3.280892e-05,0.02945805192,PASS,YP640,0,32
1,318,0.009495913,0.019753741,0.007236921,0.001011046,0.002466571,3.087492e-05,0.03275814592,PASS,YP640,0,33
1,324,0.004163006,0.019979661,0.007254934,0.001115972,0.002596674,3.189792e-05,0.027887210920000002,PASS,YP640,0,34
1,330,0.003815718,0.019280037,0.007171348,0.000932068,0.002458556,3.128592e-05,0.026517664920000003,PASS,YP640,0,35
1,336,0.0037806920000000004,0.019984391,0.00726915,0.000984176,0.002561077,3.429292e-05,0.02734462892,PASS,YP640,0,36
1,342,0.014991887,0.0195552,0.007277356,0.001105152,0.002472432,3.408092e-05,0.03815875192,PASS,YP640,0,37
1,348,0.011161151000000001,0.02012322,0.007378834,0.001197483,0.002553042,3.246892e-05,0.03506736492,PASS,YP640,0,38
1,354,0.010997004000000001,0.019547976,0.007285581,0.001198747,0.002421326,3.252892e-05,0.03419758192,PASS,YP640,0,39
1,360,0.010493063,0.020128138,0.00730653,0.001065537,0.002516975,3.197792e-05,0.03423569091999999,PASS,YP640,0,40
1,366,0.010211157,0.019492714,0.007305007,0.001110572,0.002423872,3.195792e-05,0.033270272919999996,PASS,YP640,0,41
1,372,0.011189655000000001,0.019858806,0.007257439,0.001073563,0.002515783,3.151692e-05,0.034669323919999995,PASS,YP640,0,42
1,378,0.010179739,0.019461726,0.007284709,0.00105587,0.002423411,3.259892e-05,0.033153344919999994,PASS,YP640,0,43
1,384,0.010293893000000002,0.020152885,0.007382933,0.001087008,0.00254086,3.235892e-05,0.034107004919999996,PASS,YP640,0,44
1,390,0.009466009000000001,0.019406473,0.007291382,0.001086006,0.002421807,3.200792e-05,0.032412302920000004,PASS,YP640,0,45
1,396,0.004784414,0.019993508,0.007294808,0.001049087,0.002513369,3.088592e-05,0.028371263920000004,PASS,YP640,0,46
1,402,0.0048450080000000005,0.019277863,0.007212715,0.001009633,0.002448277,3.121592e-05,0.02761199692,PASS,YP640,0,47
1,408,0.004421769,0.020372194,0.007277577,0.001129096,0.00287856,3.281892e-05,0.028834437919999997,PASS,YP640,0,48
