call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,0,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
1,1,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
2,3,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
3,5,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
4,6,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
5,7,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
6,9,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
7,10,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
8,18,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
9,50,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
10,51,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
11,69,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
12,74,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
13,79,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
14,80,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
15,83,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
16,84,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
17,99,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
18,100,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
19,107,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
20,108,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
21,109,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
22,111,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
23,113,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
24,114,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
25,116,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
26,117,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
27,119,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
28,120,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
29,122,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
30,125,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
31,144,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
32,155,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
33,103,negative,True,False,0,0.983543,sealed_label_blind_pstr_5_to_4,True
34,147,negative,True,False,0,0.972969,sealed_label_blind_pstr_5_to_4,True
35,75,negative,True,False,0,0.972619,sealed_label_blind_pstr_5_to_4,True
36,70,positive,True,True,0,0.955252,sealed_label_blind_pstr_5_to_4,True
37,105,positive,True,True,0,0.95084,sealed_label_blind_pstr_5_to_4,True
38,58,positive,True,True,0,0.942017,sealed_label_blind_pstr_5_to_4,True
39,102,negative,True,False,0,0.931232,sealed_label_blind_pstr_5_to_4,True
40,53,positive,True,True,0,0.929342,sealed_label_blind_pstr_5_to_4,True
41,59,negative,True,False,0,0.92381,sealed_label_blind_pstr_5_to_4,True
42,44,negative,True,False,0,0.921359,sealed_label_blind_pstr_5_to_4,True
43,45,negative,True,False,0,0.921359,sealed_label_blind_pstr_5_to_4,True
44,151,negative,True,False,0,0.916246,sealed_label_blind_pstr_5_to_4,True
45,54,negative,True,False,0,0.915546,sealed_label_blind_pstr_5_to_4,True
46,76,positive,True,True,0,0.910504,sealed_label_blind_pstr_5_to_4,True
47,40,negative,True,False,0,0.903011,sealed_label_blind_pstr_5_to_4,True
48,37,negative,True,False,0,0.867787,sealed_label_blind_pstr_5_to_4,True
49,149,negative,True,False,0,0.861555,sealed_label_blind_pstr_5_to_4,True
50,146,negative,True,False,0,0.858333,sealed_label_blind_pstr_5_to_4,True
51,124,negative,True,False,0,0.838585,sealed_label_blind_pstr_5_to_4,True
52,47,negative,True,False,0,0.831933,sealed_label_blind_pstr_5_to_4,True
53,96,negative,True,False,0,0.829902,sealed_label_blind_pstr_5_to_4,True
54,82,negative,True,False,0,0.82612,sealed_label_blind_pstr_5_to_4,True
55,63,negative,True,False,0,0.817157,sealed_label_blind_pstr_5_to_4,True
56,89,negative,True,False,0,0.814076,sealed_label_blind_pstr_5_to_4,True
57,42,negative,True,False,0,0.80042,sealed_label_blind_pstr_5_to_4,True
58,39,negative,True,False,0,0.79916,sealed_label_blind_pstr_5_to_4,True
59,152,negative,True,False,0,0.798459,sealed_label_blind_pstr_5_to_4,True
60,48,negative,True,False,0,0.754482,sealed_label_blind_pstr_5_to_4,True
61,36,negative,True,False,0,0.747479,sealed_label_blind_pstr_5_to_4,True
62,56,positive,True,True,0,0.738585,sealed_label_blind_pstr_5_to_4,True
63,97,negative,True,False,0,0.715896,sealed_label_blind_pstr_5_to_4,True
64,35,negative,True,False,0,0.671289,sealed_label_blind_pstr_5_to_4,True
65,94,negative,True,False,0,0.65049,sealed_label_blind_pstr_5_to_4,True
66,153,negative,True,False,0,0.636555,sealed_label_blind_pstr_5_to_4,True
67,33,negative,True,False,0,0.636064,sealed_label_blind_pstr_5_to_4,True
68,137,negative,True,False,0,0.635854,sealed_label_blind_pstr_5_to_4,True
69,138,negative,True,False,0,0.635854,sealed_label_blind_pstr_5_to_4,True
70,72,negative,True,False,0,0.630252,sealed_label_blind_pstr_5_to_4,True
71,141,negative,True,False,0,0.617087,sealed_label_blind_pstr_5_to_4,True
72,142,negative,True,False,0,0.617087,sealed_label_blind_pstr_5_to_4,True
73,22,negative,True,False,0,0.611345,sealed_label_blind_pstr_5_to_4,True
74,23,negative,True,False,0,0.611345,sealed_label_blind_pstr_5_to_4,True
75,92,positive,True,True,0,0.607003,sealed_label_blind_pstr_5_to_4,True
76,64,negative,True,False,0,0.603221,sealed_label_blind_pstr_5_to_4,True
77,91,negative,True,False,0,0.582866,sealed_label_blind_pstr_5_to_4,True
78,12,negative,True,False,0,0.566842,sealed_label_blind_pstr_5_to_4,True
79,29,negative,True,False,0,0.561134,sealed_label_blind_pstr_5_to_4,True
