call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,0,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
1,6,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
2,18,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
3,50,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
4,69,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
5,79,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
6,83,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
7,99,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
8,100,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
9,107,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
10,113,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
11,119,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
12,125,positive,True,True,0,1.0,sealed_label_blind_pstr_5_to_4,True
13,144,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
14,155,negative,True,False,0,1.0,sealed_label_blind_pstr_5_to_4,True
15,58,positive,True,True,0,0.942017,sealed_label_blind_pstr_5_to_4,True
16,44,negative,True,False,0,0.921359,sealed_label_blind_pstr_5_to_4,True
17,40,negative,True,False,0,0.903011,sealed_label_blind_pstr_5_to_4,True
18,63,negative,True,False,0,0.817157,sealed_label_blind_pstr_5_to_4,True
19,89,negative,True,False,0,0.814076,sealed_label_blind_pstr_5_to_4,True
