source_dataset,session_id,source_sha256,model_split_role,video_id,query_id,unit_id,start_time,end_time,unit_score,top_track_id,top_class_id,candidate_count,top_track_evidence_json,verification_key,label_scope,witness_track_id,opportunity_id
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q1,0,0.0,10.0,0.275,5.0,2.0,1,"{""approximate_ttc_urgency"": 0.0, ""box_growth"": 0.0, ""front_region_occupancy"": 0.9621651909134382, ""path_directed_lateral_motion"": 0.0, ""track_persistence"": 2.0}",nexar_collision_prediction|nexar:01942.mp4|Q1|0,UNIT_OUTCOME,5.0,nexar_collision_prediction|nexar:01942.mp4|Q1|0|track:5
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q1,1,10.0,20.0,0.0,,,0,{},nexar_collision_prediction|nexar:01942.mp4|Q1|1,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01942.mp4|Q1|1|track:NONE
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q1,2,20.0,30.0,0.4583333333333333,4.0,2.0,1,"{""approximate_ttc_urgency"": 0.01776469137882936, ""box_growth"": 0.028943862554024907, ""front_region_occupancy"": 0.9263681095137524, ""path_directed_lateral_motion"": 0.07366066748276408, ""track_persistence"": 2.0}",nexar_collision_prediction|nexar:01942.mp4|Q1|2,UNIT_OUTCOME,4.0,nexar_collision_prediction|nexar:01942.mp4|Q1|2|track:4
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q1,3,30.0,40.0,0.7333333333333334,7.0,2.0,1,"{""approximate_ttc_urgency"": 0.03345778709669992, ""box_growth"": 0.06486084105647631, ""front_region_occupancy"": 0.9599885022265199, ""path_directed_lateral_motion"": 0.04490455124527279, ""track_persistence"": 4.0}",nexar_collision_prediction|nexar:01942.mp4|Q1|3,UNIT_OUTCOME,7.0,nexar_collision_prediction|nexar:01942.mp4|Q1|3|track:7
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q1,4,35.26936,40.26936,0.7333333333333334,5.0,2.0,1,"{""approximate_ttc_urgency"": 0.03345778709669992, ""box_growth"": 0.06486084105647631, ""front_region_occupancy"": 0.9599885022265199, ""path_directed_lateral_motion"": 0.04490455124527279, ""track_persistence"": 4.0}",nexar_collision_prediction|nexar:01942.mp4|Q1|4,UNIT_OUTCOME,5.0,nexar_collision_prediction|nexar:01942.mp4|Q1|4|track:5
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q2,0,0.0,10.0,0.0,,,0,{},nexar_collision_prediction|nexar:01942.mp4|Q2|0,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01942.mp4|Q2|0|track:NONE
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q2,1,10.0,20.0,0.0,,,0,{},nexar_collision_prediction|nexar:01942.mp4|Q2|1,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01942.mp4|Q2|1|track:NONE
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q2,2,20.0,30.0,0.0,,,0,{},nexar_collision_prediction|nexar:01942.mp4|Q2|2,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01942.mp4|Q2|2|track:NONE
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q2,3,30.0,40.0,0.0,,,0,{},nexar_collision_prediction|nexar:01942.mp4|Q2|3,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01942.mp4|Q2|3|track:NONE
nexar_collision_prediction,nexar:01942.mp4,ad0ae5667af85b9914cdc1a4aca94edfa26a4d9054841b118bbb9ab106617477,model_train,nexar:01942.mp4,Q2,4,35.26936,40.26936,0.0,,,0,{},nexar_collision_prediction|nexar:01942.mp4|Q2|4,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01942.mp4|Q2|4|track:NONE
