call_idx,unit_id,oracle_label_after_query,proxy_score,selection_reason
0,105,negative,0.5205731540797527,sealed_label_blind_pstr_5_to_4
1,88,positive,0.5145577373961224,sealed_label_blind_pstr_5_to_4
2,102,negative,0.4817173743394279,sealed_label_blind_pstr_5_to_4
3,86,positive,0.4803769343200743,sealed_label_blind_pstr_5_to_4
4,93,negative,0.4748980540999212,sealed_label_blind_pstr_5_to_4
5,49,positive,0.4735633653135126,sealed_label_blind_pstr_5_to_4
6,81,positive,0.4720638864573329,sealed_label_blind_pstr_5_to_4
7,51,negative,0.4693870082531096,sealed_label_blind_pstr_5_to_4
8,36,negative,0.4690838966129135,sealed_label_blind_pstr_5_to_4
9,107,negative,0.4485295915164991,sealed_label_blind_pstr_5_to_4
10,84,positive,0.4279621606806669,sealed_label_blind_pstr_5_to_4
11,71,positive,0.4250146762726758,sealed_label_blind_pstr_5_to_4
12,79,positive,0.4111073851885846,sealed_label_blind_pstr_5_to_4
13,111,positive,0.4097589050237029,sealed_label_blind_pstr_5_to_4
14,73,negative,0.4057423420257025,sealed_label_blind_pstr_5_to_4
15,68,negative,0.4049665247410922,sealed_label_blind_pstr_5_to_4
16,0,negative,0.4,sealed_label_blind_pstr_5_to_4
17,76,positive,0.3974774148773252,sealed_label_blind_pstr_5_to_4
18,95,negative,0.3930275384547954,sealed_label_blind_pstr_5_to_4
19,55,negative,0.3917806209083863,sealed_label_blind_pstr_5_to_4
20,99,negative,0.3913404234500853,sealed_label_blind_pstr_5_to_4
21,27,negative,0.3882853357423186,sealed_label_blind_pstr_5_to_4
22,56,positive,0.3856315896264007,sealed_label_blind_pstr_5_to_4
23,59,negative,0.3685573506168952,sealed_label_blind_pstr_5_to_4
24,118,negative,0.3682008363835091,sealed_label_blind_pstr_5_to_4
25,70,positive,0.3608340324647261,sealed_label_blind_pstr_5_to_4
26,91,negative,0.3555823494314009,sealed_label_blind_pstr_5_to_4
27,33,negative,0.3543893665316283,sealed_label_blind_pstr_5_to_4
28,5,positive,0.3522120993424013,sealed_label_blind_pstr_5_to_4
29,117,negative,0.3507791341121752,sealed_label_blind_pstr_5_to_4
30,12,positive,0.3507529698913206,sealed_label_blind_pstr_5_to_4
31,39,positive,0.3501125549310816,sealed_label_blind_pstr_5_to_4
32,10,negative,0.3467367359039481,sealed_label_blind_pstr_5_to_4
33,77,positive,0.342948102966901,sealed_label_blind_pstr_5_to_4
34,108,negative,0.3398243028206858,sealed_label_blind_pstr_5_to_4
35,66,negative,0.3381812183226065,sealed_label_blind_pstr_5_to_4
36,16,negative,0.3355195024543571,sealed_label_blind_pstr_5_to_4
37,112,negative,0.3350807767878401,sealed_label_blind_pstr_5_to_4
38,100,negative,0.3232103221728425,sealed_label_blind_pstr_5_to_4
39,89,negative,0.3225787586102805,sealed_label_blind_pstr_5_to_4
40,3,positive,0.320872522854531,sealed_label_blind_pstr_5_to_4
41,97,negative,0.3204710179087743,sealed_label_blind_pstr_5_to_4
42,60,negative,0.3148930426986801,sealed_label_blind_pstr_5_to_4
43,64,negative,0.2986085607779785,sealed_label_blind_pstr_5_to_4
44,62,negative,0.2904605030566576,sealed_label_blind_pstr_5_to_4
45,26,negative,0.2883331557942068,sealed_label_blind_pstr_5_to_4
46,52,negative,0.2874695883569619,sealed_label_blind_pstr_5_to_4
47,8,negative,0.280751832560017,sealed_label_blind_pstr_5_to_4
48,115,negative,0.2806702374659445,sealed_label_blind_pstr_5_to_4
49,34,negative,0.280091606228985,sealed_label_blind_pstr_5_to_4
