call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,105,negative,True,False,0,0.5205731540797527,sealed_label_blind_pstr_5_to_4,True
1,88,positive,True,True,0,0.5145577373961224,sealed_label_blind_pstr_5_to_4,True
2,102,negative,True,False,0,0.4817173743394279,sealed_label_blind_pstr_5_to_4,True
3,93,negative,True,False,0,0.4748980540999212,sealed_label_blind_pstr_5_to_4,True
4,49,positive,True,True,0,0.4735633653135126,sealed_label_blind_pstr_5_to_4,True
5,81,positive,True,True,0,0.4720638864573329,sealed_label_blind_pstr_5_to_4,True
6,36,negative,True,False,0,0.4690838966129135,sealed_label_blind_pstr_5_to_4,True
7,71,positive,True,True,0,0.4250146762726758,sealed_label_blind_pstr_5_to_4,True
8,79,positive,True,True,0,0.4111073851885846,sealed_label_blind_pstr_5_to_4,True
9,111,positive,True,True,0,0.4097589050237029,sealed_label_blind_pstr_5_to_4,True
10,73,negative,True,False,0,0.4057423420257025,sealed_label_blind_pstr_5_to_4,True
11,0,negative,True,False,0,0.4,sealed_label_blind_pstr_5_to_4,True
12,55,negative,True,False,0,0.3917806209083863,sealed_label_blind_pstr_5_to_4,True
13,99,negative,True,False,0,0.3913404234500853,sealed_label_blind_pstr_5_to_4,True
14,27,negative,True,False,0,0.3882853357423186,sealed_label_blind_pstr_5_to_4,True
15,59,negative,True,False,0,0.3685573506168952,sealed_label_blind_pstr_5_to_4,True
16,118,negative,True,False,0,0.3682008363835091,sealed_label_blind_pstr_5_to_4,True
17,5,positive,True,True,0,0.3522120993424013,sealed_label_blind_pstr_5_to_4,True
18,12,positive,True,True,0,0.3507529698913206,sealed_label_blind_pstr_5_to_4,True
19,39,positive,True,True,0,0.3501125549310816,sealed_label_blind_pstr_5_to_4,True
