call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,105,negative,True,False,0,0.5205731540797527,sealed_label_blind_pstr_5_to_4,True
1,88,positive,True,True,0,0.5145577373961224,sealed_label_blind_pstr_5_to_4,True
2,87,positive,True,True,0,0.4971899172054584,sealed_label_blind_pstr_5_to_4,True
3,102,negative,True,False,0,0.4817173743394279,sealed_label_blind_pstr_5_to_4,True
4,86,positive,True,True,0,0.4803769343200743,sealed_label_blind_pstr_5_to_4,True
5,93,negative,True,False,0,0.4748980540999212,sealed_label_blind_pstr_5_to_4,True
6,49,positive,True,True,0,0.4735633653135126,sealed_label_blind_pstr_5_to_4,True
7,81,positive,True,True,0,0.4720638864573329,sealed_label_blind_pstr_5_to_4,True
8,51,negative,True,False,0,0.4693870082531096,sealed_label_blind_pstr_5_to_4,True
9,36,negative,True,False,0,0.4690838966129135,sealed_label_blind_pstr_5_to_4,True
10,103,negative,True,False,0,0.4674802672017925,sealed_label_blind_pstr_5_to_4,True
11,85,positive,True,True,0,0.4576233339656143,sealed_label_blind_pstr_5_to_4,True
12,92,negative,True,False,0,0.4513399609356004,sealed_label_blind_pstr_5_to_4,True
13,107,negative,True,False,0,0.4485295915164991,sealed_label_blind_pstr_5_to_4,True
14,104,negative,True,False,0,0.444482340517773,sealed_label_blind_pstr_5_to_4,True
15,50,positive,True,True,0,0.4310835238596269,sealed_label_blind_pstr_5_to_4,True
16,84,positive,True,True,0,0.4279621606806669,sealed_label_blind_pstr_5_to_4,True
17,82,negative,True,False,0,0.4263653851648755,sealed_label_blind_pstr_5_to_4,True
18,71,positive,True,True,0,0.4250146762726758,sealed_label_blind_pstr_5_to_4,True
19,79,positive,True,True,0,0.4111073851885846,sealed_label_blind_pstr_5_to_4,True
20,111,positive,True,True,0,0.4097589050237029,sealed_label_blind_pstr_5_to_4,True
21,73,negative,True,False,0,0.4057423420257025,sealed_label_blind_pstr_5_to_4,True
22,68,negative,True,False,0,0.4049665247410922,sealed_label_blind_pstr_5_to_4,True
23,0,negative,True,False,0,0.4,sealed_label_blind_pstr_5_to_4,True
24,76,positive,True,True,0,0.3974774148773252,sealed_label_blind_pstr_5_to_4,True
25,95,negative,True,False,0,0.3930275384547954,sealed_label_blind_pstr_5_to_4,True
26,55,negative,True,False,0,0.3917806209083863,sealed_label_blind_pstr_5_to_4,True
27,99,negative,True,False,0,0.3913404234500853,sealed_label_blind_pstr_5_to_4,True
28,98,positive,True,True,0,0.3893362928575637,sealed_label_blind_pstr_5_to_4,True
29,27,negative,True,False,0,0.3882853357423186,sealed_label_blind_pstr_5_to_4,True
30,56,positive,True,True,0,0.3856315896264007,sealed_label_blind_pstr_5_to_4,True
31,80,negative,True,False,0,0.3785026588753102,sealed_label_blind_pstr_5_to_4,True
32,59,negative,True,False,0,0.3685573506168952,sealed_label_blind_pstr_5_to_4,True
33,118,negative,True,False,0,0.3682008363835091,sealed_label_blind_pstr_5_to_4,True
34,91,negative,True,False,0,0.3555823494314009,sealed_label_blind_pstr_5_to_4,True
