call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
0,105,negative,True,False,0,0.5205731540797527,sealed_label_blind_pstr_5_to_4,True
1,88,positive,True,True,0,0.5145577373961224,sealed_label_blind_pstr_5_to_4,True
2,93,negative,True,False,0,0.4748980540999212,sealed_label_blind_pstr_5_to_4,True
3,49,positive,True,True,0,0.4735633653135126,sealed_label_blind_pstr_5_to_4,True
4,51,negative,True,False,0,0.4693870082531096,sealed_label_blind_pstr_5_to_4,True
5,36,negative,True,False,0,0.4690838966129135,sealed_label_blind_pstr_5_to_4,True
6,71,positive,True,True,0,0.4250146762726758,sealed_label_blind_pstr_5_to_4,True
7,111,positive,True,True,0,0.4097589050237029,sealed_label_blind_pstr_5_to_4,True
8,68,negative,True,False,0,0.4049665247410922,sealed_label_blind_pstr_5_to_4,True
9,0,negative,True,False,0,0.4,sealed_label_blind_pstr_5_to_4,True
