call_idx,unit_id,oracle_label_after_query,proxy_score,selection_reason
0,105,negative,0.5205731540797527,sealed_label_blind_pstr_5_to_4
1,88,positive,0.5145577373961224,sealed_label_blind_pstr_5_to_4
2,87,positive,0.4971899172054584,sealed_label_blind_pstr_5_to_4
3,102,negative,0.4817173743394279,sealed_label_blind_pstr_5_to_4
4,86,positive,0.4803769343200743,sealed_label_blind_pstr_5_to_4
5,93,negative,0.4748980540999212,sealed_label_blind_pstr_5_to_4
6,49,positive,0.4735633653135126,sealed_label_blind_pstr_5_to_4
7,81,positive,0.4720638864573329,sealed_label_blind_pstr_5_to_4
8,51,negative,0.4693870082531096,sealed_label_blind_pstr_5_to_4
9,36,negative,0.4690838966129135,sealed_label_blind_pstr_5_to_4
10,103,negative,0.4674802672017925,sealed_label_blind_pstr_5_to_4
11,85,positive,0.4576233339656143,sealed_label_blind_pstr_5_to_4
12,92,negative,0.4513399609356004,sealed_label_blind_pstr_5_to_4
13,107,negative,0.4485295915164991,sealed_label_blind_pstr_5_to_4
14,104,negative,0.444482340517773,sealed_label_blind_pstr_5_to_4
15,50,positive,0.4310835238596269,sealed_label_blind_pstr_5_to_4
16,84,positive,0.4279621606806669,sealed_label_blind_pstr_5_to_4
17,82,negative,0.4263653851648755,sealed_label_blind_pstr_5_to_4
18,71,positive,0.4250146762726758,sealed_label_blind_pstr_5_to_4
19,79,positive,0.4111073851885846,sealed_label_blind_pstr_5_to_4
20,111,positive,0.4097589050237029,sealed_label_blind_pstr_5_to_4
21,73,negative,0.4057423420257025,sealed_label_blind_pstr_5_to_4
22,68,negative,0.4049665247410922,sealed_label_blind_pstr_5_to_4
23,0,negative,0.4,sealed_label_blind_pstr_5_to_4
24,76,positive,0.3974774148773252,sealed_label_blind_pstr_5_to_4
25,95,negative,0.3930275384547954,sealed_label_blind_pstr_5_to_4
26,55,negative,0.3917806209083863,sealed_label_blind_pstr_5_to_4
27,99,negative,0.3913404234500853,sealed_label_blind_pstr_5_to_4
28,98,positive,0.3893362928575637,sealed_label_blind_pstr_5_to_4
29,27,negative,0.3882853357423186,sealed_label_blind_pstr_5_to_4
30,56,positive,0.3856315896264007,sealed_label_blind_pstr_5_to_4
31,80,negative,0.3785026588753102,sealed_label_blind_pstr_5_to_4
32,59,negative,0.3685573506168952,sealed_label_blind_pstr_5_to_4
33,118,negative,0.3682008363835091,sealed_label_blind_pstr_5_to_4
34,91,negative,0.3555823494314009,sealed_label_blind_pstr_5_to_4
35,33,negative,0.3543893665316283,sealed_label_blind_pstr_5_to_4
36,5,positive,0.3522120993424013,sealed_label_blind_pstr_5_to_4
37,117,negative,0.3507791341121752,sealed_label_blind_pstr_5_to_4
38,12,positive,0.3507529698913206,sealed_label_blind_pstr_5_to_4
39,39,positive,0.3501125549310816,sealed_label_blind_pstr_5_to_4
40,10,negative,0.3467367359039481,sealed_label_blind_pstr_5_to_4
41,108,negative,0.3398243028206858,sealed_label_blind_pstr_5_to_4
42,66,negative,0.3381812183226065,sealed_label_blind_pstr_5_to_4
43,16,negative,0.3355195024543571,sealed_label_blind_pstr_5_to_4
44,28,negative,0.3352699841464713,sealed_label_blind_pstr_5_to_4
45,112,negative,0.3350807767878401,sealed_label_blind_pstr_5_to_4
46,67,negative,0.3335652565989112,sealed_label_blind_pstr_5_to_4
47,72,negative,0.3329139731574577,sealed_label_blind_pstr_5_to_4
48,78,negative,0.3313217882819632,sealed_label_blind_pstr_5_to_4
49,54,negative,0.3301151159087901,sealed_label_blind_pstr_5_to_4
50,100,negative,0.3232103221728425,sealed_label_blind_pstr_5_to_4
51,3,positive,0.320872522854531,sealed_label_blind_pstr_5_to_4
52,97,negative,0.3204710179087743,sealed_label_blind_pstr_5_to_4
53,69,negative,0.3158531897468836,sealed_label_blind_pstr_5_to_4
54,57,negative,0.3154377448834691,sealed_label_blind_pstr_5_to_4
55,60,negative,0.3148930426986801,sealed_label_blind_pstr_5_to_4
56,75,negative,0.3142637694668437,sealed_label_blind_pstr_5_to_4
57,65,negative,0.311365109398949,sealed_label_blind_pstr_5_to_4
58,63,negative,0.295905707398651,sealed_label_blind_pstr_5_to_4
59,9,positive,0.2921969348167256,sealed_label_blind_pstr_5_to_4
60,62,negative,0.2904605030566576,sealed_label_blind_pstr_5_to_4
61,26,negative,0.2883331557942068,sealed_label_blind_pstr_5_to_4
62,52,negative,0.2874695883569619,sealed_label_blind_pstr_5_to_4
63,8,negative,0.280751832560017,sealed_label_blind_pstr_5_to_4
64,115,negative,0.2806702374659445,sealed_label_blind_pstr_5_to_4
