signal_id,unit_id,score,model_id,model_revision,prompt_id
current_proxy,0,0.4178243116174363,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,1,0.393617929858759,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,2,0.5887073775316176,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,3,0.4557729637179859,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,4,0.8515044126921649,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,5,0.383914580742849,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,6,0.3666092081560168,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,7,0.3897393589323536,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,8,0.2630832841666455,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,9,0.2398028001771037,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,10,0.3237297614614837,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,11,0.627852727001035,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,12,0.1277666661076804,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,13,0.2250997724941577,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,14,0.1629479574223073,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,15,0.530912920909698,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,16,0.3521913952164063,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,17,0.597436930903159,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,18,0.247026480065973,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,19,0.2550138233312732,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,20,0.418091778052209,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,21,0.1394627756615505,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,22,0.214063161443651,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,23,0.4078846953109514,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,24,0.7227676375550663,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,25,0.5235372948268195,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,26,0.4219340220881877,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,27,0.1808666536533377,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,28,0.2752367243867356,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,29,0.3360568103438548,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,30,0.4296656456401627,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,31,0.3845982410190268,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,32,0.4703769505869776,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,33,0.4951878882281705,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,34,0.421116745576517,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,35,0.5710048458851692,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,36,0.5111403211896055,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,37,0.3192177176853904,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,38,0.2499895033362001,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,39,0.1399855958768054,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,40,0.2070655677500126,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,41,0.2307763342169852,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,42,0.2173099285516092,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,43,0.2397879943349526,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,44,0.2498838864594084,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,45,0.2283165307002384,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,46,0.3551613246441636,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,47,0.3553067495153655,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,48,0.1100866956360951,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,49,0.2241568501416128,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,50,0.3518437070323579,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,51,0.4576929778313021,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,52,0.5496507770903432,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,53,0.3710577406415192,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,54,0.5409745044826398,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,55,0.5742216223379267,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,56,0.4907105560849912,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,57,0.4194941543365296,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,58,0.3239769314069457,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,59,0.3495709943982599,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,60,0.3675798033596855,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,61,0.5750501688477344,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,62,0.2789799924549337,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,63,0.5212475051459906,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,64,0.457768493917629,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,65,0.2766299604575029,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,66,0.3966904972035427,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,67,0.5094062841904405,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,68,0.4155427722393066,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,69,0.3185461860334711,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,70,0.5281975632101235,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,71,0.6617590510687522,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,72,0.8832588228837135,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,73,0.8606394008469296,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,74,0.4484858103422857,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,75,0.1667694624623092,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,76,0.3117381023660857,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,77,0.2376433460301295,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,78,0.1902552441196962,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,79,0.2451815294261742,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,80,0.2443740331051562,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,81,0.1039355841251171,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,82,0.2536233811326902,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,83,0.5752679858383861,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,84,0.4762936972472052,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,85,0.5065095908486931,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,86,0.3516265824821272,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,87,0.2805205528048151,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,88,0.3811235319755099,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,89,0.3190487410441474,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,90,0.5033427962114588,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,91,0.3199514246232651,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,92,0.1501237239350123,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,93,0.4456075753409951,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,94,0.2511754263321214,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,95,0.3912941923506381,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,96,0.5743454831484714,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,97,0.3493690175125221,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,98,0.4441899500526543,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,99,0.3517010825523681,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,100,0.2640326965572651,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
current_proxy,101,0.248878416369037,strict_public_proxy,65d3233818f27aa55a08cdbefd832e6dac37b04cd744dd686576cddfcf7f6b7f,not_applicable
