source_dataset,session_id,source_sha256,model_split_role,video_id,query_id,unit_id,start_time,end_time,unit_score,top_track_id,top_class_id,candidate_count,top_track_evidence_json,verification_key,label_scope,witness_track_id,opportunity_id
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q1,0,0.0,10.0,0.6869504937253417,4.0,2.0,7,"{""approximate_ttc_urgency"": 0.8907592997156681, ""box_growth"": 1.6791996696515064, ""front_region_occupancy"": 0.5140592761199999, ""path_directed_lateral_motion"": 0.005767941474914552, ""track_persistence"": 50.0}",nexar_collision_prediction|nexar:01811.mp4|Q1|0,UNIT_OUTCOME,4.0,nexar_collision_prediction|nexar:01811.mp4|Q1|0|track:4
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q1,1,10.0,20.0,0.8070071105365223,3.0,2.0,6,"{""approximate_ttc_urgency"": 0.7876830468713476, ""box_growth"": 1.5421694862530866, ""front_region_occupancy"": 0.6135272037150248, ""path_directed_lateral_motion"": 0.05783283710479724, ""track_persistence"": 49.0}",nexar_collision_prediction|nexar:01811.mp4|Q1|1,UNIT_OUTCOME,3.0,nexar_collision_prediction|nexar:01811.mp4|Q1|1|track:3
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q1,2,20.0,30.0,0.9727673138220805,2.0,2.0,5,"{""approximate_ttc_urgency"": 1.8990074892622137, ""box_growth"": 3.2659247157761024, ""front_region_occupancy"": 0.5861647126861014, ""path_directed_lateral_motion"": 0.19619348645209977, ""track_persistence"": 50.0}",nexar_collision_prediction|nexar:01811.mp4|Q1|2,UNIT_OUTCOME,2.0,nexar_collision_prediction|nexar:01811.mp4|Q1|2|track:2
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q1,3,30.0,40.0,0.7683355994917861,5.0,2.0,11,"{""approximate_ttc_urgency"": 0.9059122656158207, ""box_growth"": 1.6364100618854471, ""front_region_occupancy"": 0.5378695741611105, ""path_directed_lateral_motion"": 0.01305806636810273, ""track_persistence"": 44.0}",nexar_collision_prediction|nexar:01811.mp4|Q1|3,UNIT_OUTCOME,5.0,nexar_collision_prediction|nexar:01811.mp4|Q1|3|track:5
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q1,4,35.3,40.3,0.5865889485767782,4.0,2.0,6,"{""approximate_ttc_urgency"": 0.6034952471985935, ""box_growth"": 1.1871273467632995, ""front_region_occupancy"": 0.5777536482164174, ""path_directed_lateral_motion"": 0.00494873523712129, ""track_persistence"": 25.0}",nexar_collision_prediction|nexar:01811.mp4|Q1|4,UNIT_OUTCOME,4.0,nexar_collision_prediction|nexar:01811.mp4|Q1|4|track:4
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q2,0,0.0,10.0,0.2,5.0,0.0,1,"{""approximate_ttc_urgency"": 0.0, ""box_growth"": 0.0, ""front_region_occupancy"": 0.0, ""path_directed_lateral_motion"": 0.0, ""track_persistence"": 1.0}",nexar_collision_prediction|nexar:01811.mp4|Q2|0,UNIT_OUTCOME,5.0,nexar_collision_prediction|nexar:01811.mp4|Q2|0|track:5
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q2,1,10.0,20.0,0.0,,,0,{},nexar_collision_prediction|nexar:01811.mp4|Q2|1,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01811.mp4|Q2|1|track:NONE
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q2,2,20.0,30.0,0.0,,,0,{},nexar_collision_prediction|nexar:01811.mp4|Q2|2,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01811.mp4|Q2|2|track:NONE
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q2,3,30.0,40.0,0.0,,,0,{},nexar_collision_prediction|nexar:01811.mp4|Q2|3,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01811.mp4|Q2|3|track:NONE
nexar_collision_prediction,nexar:01811.mp4,437fe648821b931e3a899f70f62e63dc492e75976ea714f25f104eb237379e6b,model_train,nexar:01811.mp4,Q2,4,35.3,40.3,0.0,,,0,{},nexar_collision_prediction|nexar:01811.mp4|Q2|4,UNIT_OUTCOME,,nexar_collision_prediction|nexar:01811.mp4|Q2|4|track:NONE
