id,video_id,frame_num,timestamp,vehicle_count
0,detrac_10_MVI_20062,1,0.04,9
1,detrac_10_MVI_20062,2,0.08,10
2,detrac_10_MVI_20062,3,0.12,10
3,detrac_10_MVI_20062,4,0.16,10
4,detrac_10_MVI_20062,5,0.2,10
5,detrac_10_MVI_20062,6,0.24,10
6,detrac_10_MVI_20062,7,0.28,10
7,detrac_10_MVI_20062,8,0.32,10
8,detrac_10_MVI_20062,9,0.36,10
9,detrac_10_MVI_20062,10,0.4,10
10,detrac_10_MVI_20062,11,0.44,10
11,detrac_10_MVI_20062,12,0.48,10
12,detrac_10_MVI_20062,13,0.52,10
13,detrac_10_MVI_20062,14,0.56,9
14,detrac_10_MVI_20062,15,0.6,9
15,detrac_10_MVI_20062,16,0.64,9
16,detrac_10_MVI_20062,17,0.68,9
17,detrac_10_MVI_20062,18,0.72,9
18,detrac_10_MVI_20062,19,0.76,9
19,detrac_10_MVI_20062,20,0.8,8
20,detrac_10_MVI_20062,21,0.84,8
21,detrac_10_MVI_20062,22,0.88,8
22,detrac_10_MVI_20062,23,0.92,8
23,detrac_10_MVI_20062,24,0.96,8
24,detrac_10_MVI_20062,25,1.0,8
25,detrac_10_MVI_20062,26,1.04,8
26,detrac_10_MVI_20062,27,1.08,8
27,detrac_10_MVI_20062,28,1.12,8
28,detrac_10_MVI_20062,29,1.16,8
29,detrac_10_MVI_20062,30,1.2,8
30,detrac_10_MVI_20062,31,1.24,8
31,detrac_10_MVI_20062,32,1.28,8
32,detrac_10_MVI_20062,33,1.32,8
33,detrac_10_MVI_20062,34,1.36,8
34,detrac_10_MVI_20062,35,1.4,8
35,detrac_10_MVI_20062,36,1.44,8
36,detrac_10_MVI_20062,37,1.48,8
37,detrac_10_MVI_20062,38,1.52,8
38,detrac_10_MVI_20062,39,1.56,8
39,detrac_10_MVI_20062,40,1.6,8
40,detrac_10_MVI_20062,41,1.64,8
41,detrac_10_MVI_20062,42,1.68,8
42,detrac_10_MVI_20062,43,1.72,8
43,detrac_10_MVI_20062,44,1.76,8
44,detrac_10_MVI_20062,45,1.8,8
45,detrac_10_MVI_20062,46,1.84,8
46,detrac_10_MVI_20062,47,1.88,8
47,detrac_10_MVI_20062,48,1.92,8
48,detrac_10_MVI_20062,49,1.96,8
49,detrac_10_MVI_20062,50,2.0,8
50,detrac_10_MVI_20062,51,2.04,8
51,detrac_10_MVI_20062,52,2.08,8
52,detrac_10_MVI_20062,53,2.12,8
53,detrac_10_MVI_20062,54,2.16,8
54,detrac_10_MVI_20062,55,2.2,8
55,detrac_10_MVI_20062,56,2.24,8
56,detrac_10_MVI_20062,57,2.28,8
57,detrac_10_MVI_20062,58,2.32,8
58,detrac_10_MVI_20062,59,2.36,8
59,detrac_10_MVI_20062,60,2.4,8
60,detrac_10_MVI_20062,61,2.44,8
61,detrac_10_MVI_20062,62,2.48,7
62,detrac_10_MVI_20062,63,2.52,7
63,detrac_10_MVI_20062,64,2.56,7
64,detrac_10_MVI_20062,65,2.6,7
65,detrac_10_MVI_20062,66,2.64,7
66,detrac_10_MVI_20062,67,2.68,7
67,detrac_10_MVI_20062,68,2.72,7
68,detrac_10_MVI_20062,69,2.76,7
69,detrac_10_MVI_20062,70,2.8,7
70,detrac_10_MVI_20062,71,2.84,7
71,detrac_10_MVI_20062,72,2.88,7
72,detrac_10_MVI_20062,73,2.92,7
73,detrac_10_MVI_20062,74,2.96,7
74,detrac_10_MVI_20062,75,3.0,7
75,detrac_10_MVI_20062,76,3.04,7
76,detrac_10_MVI_20062,77,3.08,7
77,detrac_10_MVI_20062,78,3.12,7
78,detrac_10_MVI_20062,79,3.16,7
79,detrac_10_MVI_20062,80,3.2,7
80,detrac_10_MVI_20062,81,3.24,7
81,detrac_10_MVI_20062,82,3.28,7
82,detrac_10_MVI_20062,83,3.32,7
83,detrac_10_MVI_20062,84,3.36,7
84,detrac_10_MVI_20062,85,3.4,7
85,detrac_10_MVI_20062,86,3.44,7
86,detrac_10_MVI_20062,87,3.48,7
87,detrac_10_MVI_20062,88,3.52,7
88,detrac_10_MVI_20062,89,3.56,7
89,detrac_10_MVI_20062,90,3.6,7
90,detrac_10_MVI_20062,91,3.64,8
91,detrac_10_MVI_20062,92,3.68,8
92,detrac_10_MVI_20062,93,3.72,8
93,detrac_10_MVI_20062,94,3.76,8
94,detrac_10_MVI_20062,95,3.8,8
95,detrac_10_MVI_20062,96,3.84,8
96,detrac_10_MVI_20062,97,3.88,9
97,detrac_10_MVI_20062,98,3.92,8
98,detrac_10_MVI_20062,99,3.96,8
99,detrac_10_MVI_20062,100,4.0,8
100,detrac_10_MVI_20062,101,4.04,8
101,detrac_10_MVI_20062,102,4.08,8
102,detrac_10_MVI_20062,103,4.12,8
103,detrac_10_MVI_20062,104,4.16,8
104,detrac_10_MVI_20062,105,4.2,8
105,detrac_10_MVI_20062,106,4.24,8
106,detrac_10_MVI_20062,107,4.28,8
107,detrac_10_MVI_20062,108,4.32,8
108,detrac_10_MVI_20062,109,4.36,8
109,detrac_10_MVI_20062,110,4.4,8
110,detrac_10_MVI_20062,111,4.44,8
111,detrac_10_MVI_20062,112,4.48,8
112,detrac_10_MVI_20062,113,4.52,8
113,detrac_10_MVI_20062,114,4.56,8
114,detrac_10_MVI_20062,115,4.6,8
115,detrac_10_MVI_20062,116,4.64,7
116,detrac_10_MVI_20062,117,4.68,7
117,detrac_10_MVI_20062,118,4.72,7
118,detrac_10_MVI_20062,119,4.76,7
119,detrac_10_MVI_20062,120,4.8,7
120,detrac_10_MVI_20062,121,4.84,7
121,detrac_10_MVI_20062,122,4.88,7
122,detrac_10_MVI_20062,123,4.92,7
